,"29-jun-2018"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio
"AMXL","AMERICA MOVIL L","Equity","13.35","16.57","495,358,752.00","8,208,094,520.64","8,208,094,520.64","Telecomunicaciones","2667470","MXP001691213","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Equity","12.90","174.95","45,331,752.00","7,930,790,012.40","7,930,790,012.40","Productos básicos de consumo","2242059","MXP320321310","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GFNORTEO","GPO FINANCE BANORTE","Equity","9.82","117.07","51,590,192.00","6,039,663,777.44","6,039,663,777.44","Financieros","2421041","MXP370711014","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"WALMEX*","WALMART DE MEXICO V","Equity","9.01","52.36","105,786,992.00","5,539,006,901.12","5,539,006,901.12","Productos básicos de consumo","BW1YVH8","MX01WA000038","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GMEXICOB","GRUPO MEXICO B","Equity","6.79","56.39","74,081,864.00","4,177,476,310.96","4,177,476,310.96","Materiales","2643674","MXP370841019","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"CEMEXCPO","CEMEX CPO","Equity","6.63","13.06","312,018,720.00","4,074,964,483.20","4,074,964,483.20","Materiales","2406457","MXP225611567","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"TLEVISACPO","GRUPO TELEVISA","Equity","6.42","75.38","52,351,528.00","3,946,258,180.64","3,946,258,180.64","Consumo discrecional","2380108","MXP4987V1378","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALFAA","ALFA A","Equity","2.79","23.10","74,275,424.00","1,715,762,294.40","1,715,762,294.40","Industriales","2043423","MXP000511016","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GAPB","GRUPO AEROPORTUARIO DEL PACIFICO O","Equity","2.50","183.89","8,361,792.00","1,537,649,930.88","1,537,649,930.88","Industriales","B0ZV104","MX01GA000004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","Equity","2.24","315.37","4,374,456.00","1,379,572,188.72","1,379,572,188.72","Industriales","2639349","MXP001661018","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MEXCHEM*","MEXICHEM SA DE CV","Equity","2.03","57.43","21,769,048.00","1,250,196,426.64","1,250,196,426.64","Materiales","2434760","MX01ME050007","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"KOFL","COCA-COLA FEMSA CLASS L","Equity","2.01","112.46","11,007,112.00","1,237,859,815.52","1,237,859,815.52","Productos básicos de consumo","2141899","MXP2861W1067","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GRUMAB","GRUMA","Equity","1.76","242.90","4,451,880.00","1,081,361,652.00","1,081,361,652.00","Productos básicos de consumo","2392545","MXP4948K1056","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"AC*","ARCA CONTINENTAL","Equity","1.67","122.26","8,387,600.00","1,025,467,976.00","1,025,467,976.00","Productos básicos de consumo","2823885","MX01AC100006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"KIMBERA","KIMBERLY-CLARK DE MEXICO CLASS A","Equity","1.64","33.55","30,143,744.00","1,011,322,611.20","1,011,322,611.20","Productos básicos de consumo","2491914","MXP606941179","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"IENOVA*","INFRAESTRUCTURA ENERGETICA NOVA","Equity","1.63","88.64","11,303,904.00","1,001,978,050.56","1,001,978,050.56","Servicios","B84XBP2","MX01IE060002","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BSMXB","BANCO SANTANDER B SA","Equity","1.60","26.83","36,711,880.00","984,979,740.40","984,979,740.40","Financieros","BF1FXN2","MX41BS060005","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BIMBOA","GRUPO BIMBO A","Equity","1.60","38.69","25,382,168.00","982,036,079.92","982,036,079.92","Productos básicos de consumo","2392471","MXP495211262","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GFINBURO","GRUPO FINANCIERO INBURSA SRIES O O","Equity","1.56","27.80","34,479,488.00","958,529,766.40","958,529,766.40","Financieros","2822398","MXP370641013","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"PINFRA*","PROMOTORA Y OPERADORA DE INFRAESTR","Equity","1.33","177.44","4,593,824.00","815,128,130.56","815,128,130.56","Industriales","2393388","MX01PI000005","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ELEKTRA*","GRUPO ELEKTRA","Equity","1.16","541.77","1,316,208.00","713,082,008.16","713,082,008.16","Financieros","2967084","MX01EL000003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Equity","1.14","103.57","6,761,696.00","700,308,854.72","700,308,854.72","Industriales","B1KFX13","MX01OM000018","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"PE&OLES*","INDUST PENOLES","Equity","1.10","356.04","1,896,888.00","675,368,003.52","675,368,003.52","Materiales","2448200","MXP554091415","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALSEA*","ALSEA DE CV","Equity","0.99","68.40","8,890,856.00","608,134,550.40","608,134,550.40","Consumo discrecional","2563017","MXP001391012","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GCARSOA1","GRUPO CARSO SERIES A1","Equity","0.91","67.05","8,387,600.00","562,388,580.00","562,388,580.00","Industriales","2393452","MXP461181085","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MEGACPO","MEGACABLE HOLDINGS CPO","Equity","0.86","81.83","6,439,096.00","526,911,225.68","526,911,225.68","Consumo discrecional","B292SM8","MX01ME090003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LIVEPOLC.1","EL PUERTO DE LIVERPOOL C1","Equity","0.85","127.44","4,090,568.00","521,301,985.92","521,301,985.92","Consumo discrecional","2306814","MXP369181377","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GMXT*","GMEXICO TRANSPORTES SAB DE CV SA","Equity","0.63","28.99","13,368,544.00","387,554,090.56","387,554,090.56","Industriales","BFLXFS5","MX01GM1Z0019","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GENTERA*","GENTERA SAB DE CV","Equity","0.61","17.57","21,265,792.00","373,639,965.44","373,639,965.44","Financieros","BHWQZW1","MX01GE0E0004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"CUERVO*","BECLE SA DE CV","Equity","0.55","28.73","11,807,160.00","339,219,706.80","339,219,706.80","Productos básicos de consumo","BYM4063","MX01CU010003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"RA","REGIONAL SAB DE CV","Equity","0.41","106.64","2,335,624.00","249,070,943.36","249,070,943.36","Financieros","BG1Z6X0","MX01R0000006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALPEKA","ALPEK SA DE CV","Equity","0.38","29.55","7,845,632.00","231,838,425.60","231,838,425.60","Materiales","B85H8C9","MX01AL0C0004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LALAB","GRUPO LALA","Equity","0.36","20.48","10,800,648.00","221,197,271.04","221,197,271.04","Productos básicos de consumo","BFNXZM7","MX01LA040003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"VOLARA","CONTROLADORA VUELA COMPANIA DE AVI","Equity","0.31","10.10","18,762,416.00","189,500,401.60","189,500,401.60","Industriales","BDZDPH6","MX01VO000009","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"NEMAKA","NEMAK","Equity","0.28","13.61","12,529,784.00","170,530,360.24","170,530,360.24","Consumo discrecional","BYQ32R1","MX01NE000001","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MXN","MXN CASH","Cash","0.18","100.00","109,071,120.00","109,071,119.58","109,071,119.58","Liquidez","-","-","-","México","MXN","MXN","1.00"
"USD","USD CASH","Cash","0.01","1,965.41","169,467.00","3,331,006.29","3,331,006.29","Liquidez","-","-","-","Estados Unidos","MXN","USD","0.05"
 